Sentence #	Word	POS	Tag
Sentence 1977	essa	DET	O
Sentence 1977	música	NOUN	O
Sentence 1977	🌸	PROPN	O
Sentence 1977	https://t.co/u81hdyAGWS	INTJ	O
Sentence 1978	Senta	VERB	O
Sentence 1978	novinha	NOUN	O
Sentence 1978	que	PRON	O
Sentence 1978	eu	PRON	O
Sentence 1978	sei	VERB	O
Sentence 1978	que	SCONJ	O
Sentence 1978	tu	PROPN	O
Sentence 1978	agüenta	VERB	O
Sentence 1979	Homem	NOUN	O
Sentence 1979	que	PRON	O
Sentence 1979	é	VERB	O
Sentence 1979	homem	NOUN	O
Sentence 1979	é	VERB	O
Sentence 1979	de	ADP	O
Sentence 1979	uma	DET	O
Sentence 1979	mulher	NOUN	O
Sentence 1979	só	ADV	O
Sentence 1979	,	PUNCT	O
Sentence 1979	oque	PROPN	O
Sentence 1979	é	VERB	O
Sentence 1979	de	ADP	O
Sentence 1979	várias	DET	O
Sentence 1979	ainda	ADV	O
Sentence 1979	tá	VERB	O
Sentence 1979	na	DET	O
Sentence 1979	fase	NOUN	O
Sentence 1979	da	ADP	O
Sentence 1979	molecagem	NOUN	O
Sentence 1979	!	PUNCT	O
Sentence 1980	Lula	PROPN	B-person
Sentence 1980	é	VERB	O
Sentence 1980	mesmo	ADV	O
Sentence 1980	o	DET	O
Sentence 1980	dono	NOUN	O
Sentence 1980	do	PROPN	O
Sentence 1980	triplex	PROPN	O
Sentence 1980	,	PUNCT	O
Sentence 1980	confirma	VERB	O
Sentence 1980	Léo	PROPN	B-person
Sentence 1980	Pinheiro	PROPN	I-person
Sentence 1980	a	ADP	O
Sentence 1980	o	DET	O
Sentence 1980	juiz	NOUN	O
Sentence 1980	Sérgio	PROPN	B-person
Sentence 1980	Moro	PROPN	I-person
Sentence 1980	.	PUNCT	O
Sentence 1980	Executivo	NOUN	O
Sentence 1980	calou	VERB	O
Sentence 1980	a	DET	O
Sentence 1980	boca	NOUN	O
Sentence 1980	de	ADP	O
Sentence 1980	Cristiano	PROPN	B-person
Sentence 1980	Zanin	PROPN	I-person
Sentence 1980	https://t.co/O5h7T3cGaK	PROPN	O
Sentence 1981	A	DET	O
Sentence 1981	gente	NOUN	O
Sentence 1981	tem	AUX	O
Sentence 1981	que	SCONJ	O
Sentence 1981	ter	VERB	O
Sentence 1981	o	DET	O
Sentence 1981	foco	NOUN	O
Sentence 1981	na	PROPN	O
Sentence 1981	mulher	PROPN	O
Sentence 1981	não	ADV	O
Sentence 1981	só	ADV	O
Sentence 1981	entrar	VERB	O
Sentence 1981	e	CCONJ	O
Sentence 1981	tomar	VERB	O
Sentence 1981	uma	DET	O
Sentence 1981	xícara	NOUN	O
Sentence 1981	de	ADP	O
Sentence 1981	café	NOUN	O
Sentence 1981	aí	PROPN	O
Sentence 1981	e	CCONJ	O
Sentence 1981	isso	PRON	O
Sentence 1981	que	PRON	O
Sentence 1981	acontece	VERB	O
Sentence 1981	a	DET	O
Sentence 1981	gente	NOUN	O
Sentence 1981	não	ADV	O
Sentence 1981	embola	VERB	O
Sentence 1982	A	DET	O
Sentence 1982	diretora	NOUN	O
Sentence 1982	do	ADP	O
Sentence 1982	Conselho	PROPN	B-organization
Sentence 1982	Municipal	PROPN	I-organization
Sentence 1982	de	ADP	I-organization
Sentence 1982	Saúde	PROPN	I-organization
Sentence 1982	-	PUNCT	O
Sentence 1982	Belo	PROPN	B-location
Sentence 1982	Horizonte	PROPN	I-location
Sentence 1982	(	PUNCT	O
Sentence 1982	CRF	PROPN	B-organization
Sentence 1982	/	PUNCT	O
Sentence 1982	MG	PROPN	B-location
Sentence 1982	)	PUNCT	O
Sentence 1982	,	PUNCT	O
Sentence 1982	Gizele	PROPN	B-person
Sentence 1982	Souza	PROPN	I-person
Sentence 1982	Silva	PROPN	I-person
Sentence 1982	Leal	PROPN	I-person
Sentence 1982	,	PUNCT	O
Sentence 1982	participou	VERB	O
Sentence 1982	n	ADP	O
Sentence 1982	essa	PRON	O
Sentence 1982	...	PUNCT	O
Sentence 1982	https://t.co/vdmsjqjmTW	NUM	O
Sentence 1983	Noite	PROPN	O
Sentence 1983	das	PROPN	O
Sentence 1983	meninas	PROPN	O
Sentence 1983	,	PUNCT	O
Sentence 1983	mas	CCONJ	O
Sentence 1983	também	ADV	O
Sentence 1983	pode	AUX	O
Sentence 1983	ser	AUX	O
Sentence 1983	chamado	VERB	O
Sentence 1983	de	ADP	O
Sentence 1983	noite	NOUN	O
Sentence 1983	das	NOUN	O
Sentence 1983	fofocas	ADJ	O
Sentence 1983	/	PUNCT	O
Sentence 1983	podres	NOUN	O
Sentence 1983	/	PUNCT	O
Sentence 1983	revelações	NOUN	O
Sentence 1983	/	PUNCT	O
Sentence 1983	desabafos	NOUN	O
Sentence 1984	1	DET	O
Sentence 1984	-	PUNCT	O
Sentence 1984	Mais	ADV	O
Sentence 1984	esperança	VERB	O
Sentence 1984	nos	PRON	O
Sentence 1984	meus	DET	O
Sentence 1984	passos	SYM	O
Sentence 1984	do	ADV	O
Sentence 1984	que	ADP	O
Sentence 1984	tristeza	NOUN	O
Sentence 1984	nos	PRON	O
Sentence 1984	meus	DET	O
Sentence 1984	ombros	SYM	O
Sentence 1984	.	PUNCT	O
Sentence 1984	(	PUNCT	O
Sentence 1984	Cora	PROPN	O
Sentence 1984	Coralina	PROPN	O
Sentence 1984	)	PUNCT	O
Sentence 1984	#	PROPN	O
Sentence 1984	umRei	PROPN	O
Sentence 1985	@guriazy	PROPN	O
Sentence 1985	Emilly	PROPN	O
Sentence 1985	sempre	ADV	O
Sentence 1985	disse	VERB	O
Sentence 1985	que	SCONJ	O
Sentence 1985	era	VERB	O
Sentence 1985	autêntica	ADJ	O
Sentence 1985	e	CCONJ	O
Sentence 1985	fazia	VERB	O
Sentence 1985	o	X	O
Sentence 1985	que	PRON	O
Sentence 1985	queria	VERB	O
Sentence 1985	,	PUNCT	O
Sentence 1985	vários	DET	O
Sentence 1985	fãs	SYM	O
Sentence 1985	d	ADP	O
Sentence 1985	ela	PRON	O
Sentence 1985	falando	VERB	O
Sentence 1985	que	SCONJ	O
Sentence 1985	o	DET	O
Sentence 1985	pós	PROPN	O
Sentence 1985	está	VERB	O
Sentence 1985	assim	ADV	O
Sentence 1985	p	DET	O
Sentence 1985	…	NOUN	O
Sentence 1985	https://t.co/G1ZQyF9TA4	PROPN	O
Sentence 1986	Meu	DET	O
Sentence 1986	silêncio	NOUN	O
Sentence 1986	diz	VERB	O
Sentence 1986	tudo	PRON	O
Sentence 1986	,	PUNCT	O
Sentence 1986	ouve	VERB	O
Sentence 1986	quem	PRON	O
Sentence 1986	quer	VERB	O
Sentence 1986	.	PUNCT	O
Sentence 1986	#	NOUN	O
Sentence 1986	umRei	PROPN	O
Sentence 1987	Gostei	VERB	O
Sentence 1987	de	ADP	O
Sentence 1987	um	DET	O
Sentence 1987	vídeo	NOUN	O
Sentence 1987	@YouTube	PROPN	O
Sentence 1987	https://t.co/dwjUZs44lB	PROPN	O
Sentence 1987	-	PUNCT	O
Sentence 1987	NAÇÃO	PROPN	O
Sentence 1987	,	PUNCT	O
Sentence 1987	REAJA	PROPN	O
Sentence 1987	AO	PROPN	O
Sentence 1987	GOLPE	PROPN	O
Sentence 1987	DO	PROPN	O
Sentence 1987	SENADO	PROPN	B-organization
Sentence 1987	!	PUNCT	O
Sentence 1988	Ontem	ADV	O
Sentence 1988	fui	VERB	O
Sentence 1988	dormir	VERB	O
Sentence 1988	5am	NUM	O
Sentence 1988	Ou	PUNCT	O
Sentence 1988	seja	VERB	O
Sentence 1988	RENDEU	NOUN	O
Sentence 1989	queria	VERB	O
Sentence 1989	saber	VERB	O
Sentence 1989	o	DET	O
Sentence 1989	nome	NOUN	O
Sentence 1989	da	ADP	O
Sentence 1989	menina	NOUN	O
Sentence 1989	q	CCONJ	O
Sentence 1989	tava	VERB	O
Sentence 1989	no	DET	O
Sentence 1989	banheiro	ADJ	O
Sentence 1989	comigo	NOUN	O
Sentence 1989	ontem	ADV	O
Sentence 1989	,	PUNCT	O
Sentence 1989	aaaaaa	PROPN	O
Sentence 1990	1	DET	O
Sentence 1990	-	PUNCT	O
Sentence 1990	Quando	ADV	O
Sentence 1990	a	DET	O
Sentence 1990	alegria	NOUN	O
Sentence 1990	de	ADP	O
Sentence 1990	outra	DET	O
Sentence 1990	pessoa	NOUN	O
Sentence 1990	for	VERB	O
Sentence 1990	sua	DET	O
Sentence 1990	alegria	NOUN	O
Sentence 1990	,	PUNCT	O
Sentence 1990	você	PRON	O
Sentence 1990	terá	AUX	O
Sentence 1990	entendido	VERB	O
Sentence 1990	o	DET	O
Sentence 1990	significado	NOUN	O
Sentence 1990	de	ADP	O
Sentence 1990	amar	VERB	O
Sentence 1990	.	PUNCT	O
Sentence 1990	#	NOUN	O
Sentence 1990	umRei	PROPN	O
Sentence 1991	@laraqmedeiros	NOUN	O
Sentence 1991	No	ADP	O
Sentence 1991	final	ADJ	O
Sentence 1991	quem	PRON	O
Sentence 1991	salva	VERB	O
Sentence 1991	ele	PRON	O
Sentence 1991	é	VERB	O
Sentence 1991	o	DET	O
Sentence 1991	stark	NOUN	B-person
Sentence 1991	?	PUNCT	O
Sentence 1991	❤	PROPN	O
Sentence 1991	❤	PROPN	O
Sentence 1992	Queria	VERB	O
Sentence 1992	sair	VERB	O
Sentence 1992	hoje	ADV	O
Sentence 1992	mas	CCONJ	O
Sentence 1992	minha	DET	O
Sentence 1992	garganta	NOUN	O
Sentence 1992	👎	ADJ	O
Sentence 1993	@cartoonnetwork	PROPN	O
Sentence 1993	Muito	ADV	O
Sentence 1993	ansioso	ADJ	O
Sentence 1993	para	ADP	O
Sentence 1993	ver	VERB	O
Sentence 1993	#	NOUN	O
Sentence 1993	StevenUniverse	PROPN	O
Sentence 1994	@Lanaputona	ADV	O
Sentence 1994	Deve	AUX	O
Sentence 1994	ser	VERB	O
Sentence 1994	tão	ADV	O
Sentence 1994	difícil	ADJ	O
Sentence 1994	pra	ADP	O
Sentence 1994	ela	PRON	O
Sentence 1994	,	PUNCT	O
Sentence 1994	tomara	ADP	O
Sentence 1994	que	SCONJ	O
Sentence 1994	fique	VERB	O
Sentence 1994	tudo	PRON	O
Sentence 1994	bem	ADV	O
Sentence 1994	e	CCONJ	O
Sentence 1994	ela	PRON	O
Sentence 1994	procure	VERB	O
Sentence 1994	algo	PRON	O
Sentence 1994	que	PRON	O
Sentence 1994	trate	VERB	O
Sentence 1994	ela	PRON	O
Sentence 1994	,	PUNCT	O
Sentence 1994	porque	SCONJ	O
Sentence 1994	tu	PROPN	O
Sentence 1994	vê	VERB	O
Sentence 1994	…	NOUN	O
Sentence 1994	https://t.co/05DML1XJtM	PROPN	O
Sentence 1995	Hoje	ADV	O
Sentence 1995	é	VERB	O
Sentence 1995	niver	VERB	O
Sentence 1995	da	ADP	O
Sentence 1995	minha	DET	O
Sentence 1995	mãe	NOUN	O
Sentence 1995	,	PUNCT	O
Sentence 1995	Vamo	VERB	O
Sentence 1995	subir	VERB	O
Sentence 1995	a	DET	O
Sentence 1995	tag	PROPN	O
Sentence 1995	#	PROPN	O
Sentence 1995	ParabensNajinha	PROPN	O
Sentence 1995	quero	VERB	O
Sentence 1995	ver	VERB	O
Sentence 1995	em	ADP	O
Sentence 1995	1	NUM	O
Sentence 1995	nos	ADJ	O
Sentence 1995	trending	NOUN	O
Sentence 1996	@LuanaMay6	PROPN	O
Sentence 1996	Fui	VERB	O
Sentence 1996	ali	ADV	O
Sentence 1996	fora	ADV	O
Sentence 1996	e	CCONJ	O
Sentence 1996	não	ADV	O
Sentence 1996	vi	VERB	O
Sentence 1996	esse	DET	O
Sentence 1996	cara	NOUN	O
Sentence 1996	ahuahua	PROPN	O
Sentence 1997	Anjos	PROPN	O
Sentence 1997	Pra	PROPN	O
Sentence 1997	quem	PRON	O
Sentence 1997	tem	VERB	O
Sentence 1997	fé	NOUN	O
Sentence 1998	@GloboNews	NOUN	O
Sentence 1998	Pertenceria	PROPN	O
Sentence 1998	Globo	PROPN	B-organization
Sentence 1998	news	ADJ	I-organization
Sentence 1998	?	PUNCT	O
Sentence 1998	Está	VERB	O
Sentence 1998	com	ADP	O
Sentence 1998	dó	NOUN	O
Sentence 1998	do	ADV	O
Sentence 1998	Lula	PROPN	B-person
Sentence 1998	?	PUNCT	O
Sentence 1998	Muda	VERB	O
Sentence 1998	a	DET	O
Sentence 1998	porra	NOUN	O
Sentence 1998	da	ADP	O
Sentence 1998	manchete	NOUN	O
Sentence 1998	!	PUNCT	O
Sentence 1999	Ele	PRON	O
Sentence 1999	tá	AUX	O
Sentence 1999	perdendo	VERB	O
Sentence 1999	,	PUNCT	O
Sentence 1999	pq	PROPN	O
Sentence 1999	não	ADV	O
Sentence 1999	cuidou	VERB	O
Sentence 1999	.	PUNCT	O
Sentence 1999	Ele	PRON	O
Sentence 1999	foi	AUX	O
Sentence 1999	traído	VERB	O
Sentence 1999	e	CCONJ	O
Sentence 1999	eu	PRON	O
Sentence 1999	sou	VERB	O
Sentence 1999	o	DET	O
Sentence 1999	traidor	NOUN	O
Sentence 1999	🎵	PROPN	O
Sentence 2000	no	ADP	O
Sentence 2000	grupo	NOUN	O
Sentence 2000	da	ADP	O
Sentence 2000	minha	DET	O
Sentence 2000	família	NOUN	O
Sentence 2000	estão	AUX	O
Sentence 2000	todos	PRON	O
Sentence 2000	fazendo	VERB	O
Sentence 2000	piada	VERB	O
Sentence 2000	com	ADP	O
Sentence 2000	o	DET	O
Sentence 2000	negócio	NOUN	O
Sentence 2000	da	ADP	O
Sentence 2000	baleia	NOUN	O
Sentence 2000	azul	ADJ	O
Sentence 2000	mas	CCONJ	O
Sentence 2000	ninguém	PRON	O
Sentence 2000	se	PRON	O
Sentence 2000	toca	VERB	O
Sentence 2000	o	DET	O
Sentence 2000	quanto	NOUN	O
Sentence 2000	isso	PRON	O
Sentence 2000	é	VERB	O
Sentence 2000	sério	ADJ	O
Sentence 2001	Se	SCONJ	O
Sentence 2001	eles	PRON	O
Sentence 2001	são	VERB	O
Sentence 2001	à	ADP	O
Sentence 2001	favor	NOUN	O
Sentence 2001	do	ADP	O
Sentence 2001	Mito	PROPN	B-person
Sentence 2001	quem	PRON	O
Sentence 2001	é	VERB	O
Sentence 2001	vc	PROPN	O
Sentence 2001	pra	ADP	O
Sentence 2001	dizer	VERB	O
Sentence 2001	que	SCONJ	O
Sentence 2001	ele	PRON	O
Sentence 2001	é	VERB	O
Sentence 2001	ruim	ADJ	O
Sentence 2001	!	PUNCT	O
Sentence 2001	?	PUNCT	O
Sentence 2001	https://t.co/fpTQ3kotIT	ADV	O
Sentence 2002	@WandaDiLallo	PROPN	O
Sentence 2002	@llimarisa	VERB	O
Sentence 2002	@LiahhStar	PROPN	O
Sentence 2002	@alex_band	PROPN	O
Sentence 2002	@MonikaPathanova	PUNCT	O
Sentence 2002	@Moniicallimma	PROPN	O
Sentence 2002	@MValMart	PROPN	O
Sentence 2002	@PalomaAndrade4	PUNCT	O
Sentence 2002	Bom	ADJ	O
Sentence 2002	dia	NOUN	O
Sentence 2002	😜	NOUN	O
Sentence 2002	…	PROPN	O
Sentence 2002	https://t.co/2CuwIKpcoo	PROPN	O
Sentence 2003	@gathaalmeida01	PROPN	O
Sentence 2003	Não	INTJ	O
Sentence 2003	,	PUNCT	O
Sentence 2003	é	VERB	O
Sentence 2003	a	DET	O
Sentence 2003	assessora	NOUN	O
Sentence 2003	d	ADP	O
Sentence 2003	ele	PRON	O
Sentence 2003	,	PUNCT	O
Sentence 2003	amigos	SYM	O
Sentence 2003	a	ADP	O
Sentence 2003	mais	ADV	O
Sentence 2003	de	ADP	O
Sentence 2003	20	NUM	O
Sentence 2003	anos	SYM	O
Sentence 2003	kkkkk	VERB	O
Sentence 2004	Amo	VERB	O
Sentence 2004	a	DET	O
Sentence 2004	voz	NOUN	O
Sentence 2004	do	ADP	O
Sentence 2004	meu	DET	O
Sentence 2004	amor	NOUN	O
Sentence 2005	@yaszhn	PROPN	O
Sentence 2005	oi	PROPN	O
Sentence 2005	amor	PROPN	O
Sentence 2006	Gostei	VERB	O
Sentence 2006	de	ADP	O
Sentence 2006	um	DET	O
Sentence 2006	vídeo	NOUN	O
Sentence 2006	@YouTube	PROPN	O
Sentence 2006	https://t.co/1SckbSBLql	PROPN	O
Sentence 2006	Chociay	PROPN	O
Sentence 2006	-	PUNCT	O
Sentence 2006	Defeitos	PROPN	O
Sentence 2006	(	PUNCT	O
Sentence 2006	Clipe	PROPN	O
Sentence 2006	Oficial	PROPN	O
Sentence 2006	)	PUNCT	O
Sentence 2007	Acordei	PROPN	O
Sentence 2007	tão	ADV	O
Sentence 2007	feliz	ADJ	O
Sentence 2007	pq	PROPN	O
Sentence 2007	hj	PROPN	O
Sentence 2007	é	AUX	O
Sentence 2007	feriado	VERB	O
Sentence 2007	,	PUNCT	O
Sentence 2007	que	SCONJ	O
Sentence 2007	nem	ADV	O
Sentence 2007	essa	DET	O
Sentence 2007	chuva	NOUN	O
Sentence 2007	me	PRON	O
Sentence 2007	abala	VERB	O
Sentence 2007	mais	ADV	O
Sentence 2008	@titicorso	PROPN	O
Sentence 2008	Vai	AUX	O
Sentence 2008	estudar	VERB	O
Sentence 2008	p	DET	O
Sentence 2008	num	PROPN	O
Sentence 2008	complexos	PROPN	O
Sentence 2008	kkkkk	VERB	O
Sentence 2008	teu	DET	O
Sentence 2008	caderno	NOUN	O
Sentence 2008	q	ADV	O
Sentence 2008	é	VERB	O
Sentence 2008	teu	DET	O
Sentence 2008	namorado	VERB	O
Sentence 2008	grt	NOUN	O
Sentence 2009	Lembro	PROPN	O
Sentence 2009	vagamente	ADV	O
Sentence 2009	dá	VERB	O
Sentence 2009	criança	NOUN	O
Sentence 2009	que	PRON	O
Sentence 2009	já	ADV	O
Sentence 2009	fui	VERB	O
Sentence 2009	um	NUM	O
Sentence 2009	dia	NOUN	O
Sentence 2009	Saudade	NOUN	O
Sentence 2009	;	PUNCT	O
Sentence 2009	/	PUNCT	O
Sentence 2010	Já	ADV	O
Sentence 2010	arrumei	VERB	O
Sentence 2010	minha	DET	O
Sentence 2010	mala	NOUN	O
Sentence 2010	pra	ADP	O
Sentence 2010	ir	VERB	O
Sentence 2010	pra	ADP	O
Sentence 2010	Copacabana	PROPN	B-location
Sentence 2011	@yasminn_ac	VERB	O
Sentence 2011	Se	PRON	O
Sentence 2011	vira	VERB	O
Sentence 2012	A	DET	O
Sentence 2012	curiosidade	NOUN	O
Sentence 2012	matou	VERB	O
Sentence 2012	o	DET	O
Sentence 2012	gato	NOUN	O
Sentence 2012	mas	CCONJ	O
Sentence 2012	n	ADP	O
Sentence 2012	esse	DET	O
Sentence 2012	casou	PROPN	O
Sentence 2012	matou	VERB	O
Sentence 2012	a	DET	O
Sentence 2012	população	NOUN	O
Sentence 2012	de	ADP	O
Sentence 2012	Iranduba	PROPN	B-location
Sentence 2012	https://t.co/tBoZQURX4P	PROPN	O
Sentence 2013	#	PROPN	O
Sentence 2013	ForçaCabral	PROPN	O
Sentence 2013	qnd	PROPN	O
Sentence 2013	Manoel	PROPN	B-person
Sentence 2013	machucou	VERB	O
Sentence 2013	não	ADV	O
Sentence 2013	tinha	VERB	O
Sentence 2013	#	NOUN	O
Sentence 2013	Forçamanoel	PUNCT	O
Sentence 2013	,	PUNCT	O
Sentence 2013	Força	PROPN	O
Sentence 2013	a	ADP	O
Sentence 2013	os	DET	O
Sentence 2013	dois	NUM	O
Sentence 2013	!	PUNCT	O
Sentence 2014	E	PUNCT	O
Sentence 2014	vai	AUX	O
Sentence 2014	ver	VERB	O
Sentence 2014	a	DET	O
Sentence 2014	namorada	NOUN	O
Sentence 2014	anêmica	ADJ	O
Sentence 2014	jfjdkfkdksj	PROPN	O
Sentence 2015	falaê	PROPN	O
Sentence 2015	baleia	PROPN	O
Sentence 2015	azul	NOUN	O
Sentence 2015	—	PROPN	O
Sentence 2015	Pão	PROPN	O
Sentence 2015	,	PUNCT	O
Sentence 2015	para	ADP	O
Sentence 2015	de	ADP	O
Sentence 2015	gastar	VERB	O
Sentence 2015	meu	DET	O
Sentence 2015	irmão	NOUN	O
Sentence 2015	.	PUNCT	O
Sentence 2015	Polão	NOUN	B-person
Sentence 2015	te	PROPN	O
Sentence 2015	amassa	VERB	O
Sentence 2015	dire	PROPN	O
Sentence 2015	...	PUNCT	O
Sentence 2015	https://t.co/BrSOaeNN5p	PROPN	O
Sentence 2016	Eu	PRON	O
Sentence 2016	tinha	AUX	O
Sentence 2016	que	SCONJ	O
Sentence 2016	ter	AUX	O
Sentence 2016	nascido	VERB	O
Sentence 2016	c	ADP	O
Sentence 2016	esse	DET	O
Sentence 2016	cabelo	NOUN	O
Sentence 2016	https://t.co/48RWprNfV7	PROPN	O
Sentence 2017	@marycout	PROPN	O
Sentence 2017	_	PROPN	O
Sentence 2017	@julliany_souzac	PROPN	O
Sentence 2017	Amo	PROPN	O
Sentence 2017	vc	PROPN	O
Sentence 2017	meu	DET	O
Sentence 2017	amor	NOUN	O
Sentence 2017	❤	PROPN	O
Sentence 2018	Como	ADV	O
Sentence 2018	eu	PRON	O
Sentence 2018	queria	VERB	O
Sentence 2018	ser/	PROPN	O
Sentence 2018	como	ADP	O
Sentence 2018	eu	PRON	O
Sentence 2018	sou	VERB	O
Sentence 2018	:	PUNCT	O
Sentence 2018	https://t.co/xiB0etKtKJ	NOUN	O
Sentence 2019	Por	ADP	O
Sentence 2019	essas	PRON	O
Sentence 2019	e	CCONJ	O
Sentence 2019	outras	PRON	O
Sentence 2019	que	PRON	O
Sentence 2019	adoro	VERB	O
Sentence 2019	vir	VERB	O
Sentence 2019	pra	ADP	O
Sentence 2019	Lins	PROPN	O
Sentence 2020	@sancriss	PROPN	O
Sentence 2020	_	PROPN	O
Sentence 2020	Tem	VERB	O
Sentence 2020	isso	PRON	O
Sentence 2020	mesmo	DET	O
Sentence 2020	,	PUNCT	O
Sentence 2020	tá	VERB	O
Sentence 2020	tudo	PRON	O
Sentence 2020	bem	ADV	O
Sentence 2020	cru	PROPN	O
Sentence 2020	.	PUNCT	O
Sentence 2020	Só	ADV	O
Sentence 2020	sei	VERB	O
Sentence 2020	que	SCONJ	O
Sentence 2020	passada	VERB	O
Sentence 2020	a	DET	O
Sentence 2020	euforia	NOUN	O
Sentence 2020	eu	PRON	O
Sentence 2020	não	ADV	O
Sentence 2020	curti	VERB	O
Sentence 2020	quase	ADV	O
Sentence 2020	nada	PRON	O
Sentence 2020	:(	PUNCT	O
Sentence 2021	Três	NUM	O
Sentence 2021	feriadões	NOUN	O
Sentence 2021	seguidos	VERB	O
Sentence 2021	...	PUNCT	O
Sentence 2021	14	NUM	O
Sentence 2021	de	ADP	O
Sentence 2021	Abril	NOUN	O
Sentence 2021	,	PUNCT	O
Sentence 2021	Cristo	PROPN	O
Sentence 2021	crucificado	VERB	O
Sentence 2021	.	PUNCT	O
Sentence 2021	21	NUM	O
Sentence 2021	de	ADP	O
Sentence 2021	Abril	NOUN	O
Sentence 2021	,	PUNCT	O
Sentence 2021	Tiradentes	PROPN	B-person
Sentence 2021	enforcado	VERB	O
Sentence 2021	.	PUNCT	O
Sentence 2021	01	NUM	O
Sentence 2021	de	ADP	O
Sentence 2021	Maio	NOUN	O
Sentence 2021	,	PUNCT	O
Sentence 2021	Trabalhador	PROPN	O
Sentence 2021	endividado	VERB	O
Sentence 2021	!	PUNCT	O
Sentence 2022	@luaoreis	PROPN	O
Sentence 2022	@ta_shepard	PROPN	O
Sentence 2022	Sou	VERB	O
Sentence 2022	alérgico	ADJ	O
Sentence 2022	a	DET	O
Sentence 2022	gato	NOUN	O
Sentence 2022	😅	PROPN	O
Sentence 2023	Wesley	PROPN	B-person
Sentence 2023	Safadão	PROPN	I-person
Sentence 2023	no	CCONJ	O
Sentence 2023	último	ADJ	O
Sentence 2023	volume	NOUN	O
Sentence 2023	em	ADP	O
Sentence 2023	my	PROPN	O
Sentence 2023	house	PROPN	O
Sentence 2023	https://t.co/tHbJdk7E0J	NOUN	O
Sentence 2024	@thaiscmenezes	PROPN	O
Sentence 2024	Vc	PROPN	O
Sentence 2024	pode	AUX	O
Sentence 2024	até	ADP	O
Sentence 2024	afastar	VERB	O
Sentence 2024	quem	PRON	O
Sentence 2024	vc	ADP	O
Sentence 2024	gosta	VERB	O
Sentence 2024	,	PUNCT	O
Sentence 2024	mas	CCONJ	O
Sentence 2024	nunca	ADV	O
Sentence 2024	quem	PRON	O
Sentence 2024	gosta	VERB	O
Sentence 2024	de	ADP	O
Sentence 2024	vc	PROPN	O
Sentence 2025	@P5HBrazil	NOUN	O
Sentence 2025	Como	ADV	O
Sentence 2025	vocês	PRON	O
Sentence 2025	são	VERB	O
Sentence 2025	desanimados	VERB	O
Sentence 2025	#	PROPN	O
Sentence 2025	Team5H	VERB	O
Sentence 2026	Vontade	NOUN	O
Sentence 2026	de	ADP	O
Sentence 2026	guardar	VERB	O
Sentence 2026	os	DET	O
Sentence 2026	dois	NUM	O
Sentence 2026	em	ADP	O
Sentence 2026	um	DET	O
Sentence 2026	potinho	NOUN	O
Sentence 2026	😍	PROPN	O
Sentence 2026	#	PROPN	O
Sentence 2026	MaviNaRomanceBrazil	PROPN	O
Sentence 2027	@Gui_Henriqueos	NOUN	O
Sentence 2027	Ai	ADV	O
Sentence 2027	me	PRON	O
Sentence 2027	erraaa	NOUN	O
Sentence 2028	O	DET	O
Sentence 2028	nosso	DET	O
Sentence 2028	💔	NOUN	O
Sentence 2028	https://t.co/34dEUESy7M	PROPN	O
Sentence 2029	Lembro	VERB	O
Sentence 2029	que	SCONJ	O
Sentence 2029	dei	PROPN	O
Sentence 2029	follow	NOUN	O
Sentence 2029	e	CCONJ	O
Sentence 2029	unfollow	NOUN	O
Sentence 2029	no	ADP	O
Sentence 2029	mesmo	DET	O
Sentence 2029	dia	NOUN	O
Sentence 2029	....	PUNCT	O
Sentence 2029	não	ADV	O
Sentence 2029	sei	VERB	O
Sentence 2029	lidar	VERB	O
Sentence 2030	@tulioBarrosSg	PROPN	O
Sentence 2030	Vira	PROPN	O
Sentence 2030	a	DET	O
Sentence 2030	chave	NOUN	O
Sentence 2030	nego	NOUN	O
Sentence 2031	Café	NOUN	O
Sentence 2031	com	ADP	O
Sentence 2031	creme	NOUN	O
Sentence 2031	de	ADP	O
Sentence 2031	leite	NOUN	O
Sentence 2031	me	PRON	O
Sentence 2031	lembra	VERB	O
Sentence 2031	você	PRON	O
Sentence 2031	@MarliaCatalani	PUNCT	O
Sentence 2031	❤	PROPN	O
Sentence 2031	️	PROPN	O
Sentence 2031	😞	PUNCT	O
Sentence 2032	@feernandaaa	PROPN	O
Sentence 2032	@otariano	PROPN	O
Sentence 2032	@Julinhacouto	PUNCT	O
Sentence 2032	_	PROPN	O
Sentence 2032	KKKKKKKKKKKKKKKKKKKKK	PROPN	O
Sentence 2032	TO	PROPN	O
Sentence 2032	CHORANDO	PROPN	O
Sentence 2033	Mds	PROPN	O
Sentence 2033	tem	VERB	O
Sentence 2033	tanta	NOUN	O
Sentence 2033	preguiça	NOUN	O
Sentence 2033	no	ADP	O
Sentence 2033	meu	DET	O
Sentence 2033	sangue	NOUN	O
Sentence 2033	que	SCONJ	O
Sentence 2033	o	DET	O
Sentence 2033	mosquito	NOUN	O
Sentence 2033	q	NOUN	O
Sentence 2033	me	PRON	O
Sentence 2033	picou	VERB	O
Sentence 2033	tá	ADP	O
Sentence 2033	ali	ADV	O
Sentence 2033	dormindo	VERB	O
Sentence 2034	.@Magiquiz	PROPN	O
Sentence 2034	@WilliamAndrade	PUNCT	O
Sentence 2034	uma	DET	O
Sentence 2034	pergunta	NOUN	O
Sentence 2034	era	VERB	O
